,METER_DATE,YEAR,MONTH,DAY,SEASON,HOUR,TIME_PERIOD,DONGTAN
19571,2021-11-12 21:00:00,2021,11,12,2,21,3,118
19572,2021-11-12 22:00:00,2021,11,12,2,22,3,118
19573,2021-11-12 23:00:00,2021,11,12,2,23,3,121
19574,2021-11-13 00:00:00,2021,11,13,2,0,0,109
19575,2021-11-13 01:00:00,2021,11,13,2,1,0,102
19576,2021-11-13 02:00:00,2021,11,13,2,2,0,92
19577,2021-11-13 03:00:00,2021,11,13,2,3,0,89
19578,2021-11-13 04:00:00,2021,11,13,2,4,0,88
19579,2021-11-13 05:00:00,2021,11,13,2,5,0,88
19580,2021-11-13 06:00:00,2021,11,13,2,6,1,88
19581,2021-11-13 07:00:00,2021,11,13,2,7,1,95
19582,2021-11-13 08:00:00,2021,11,13,2,8,1,105
19583,2021-11-13 09:00:00,2021,11,13,2,9,1,103
19584,2021-11-13 10:00:00,2021,11,13,2,10,1,99
19585,2021-11-13 11:00:00,2021,11,13,2,11,1,91
19586,2021-11-13 12:00:00,2021,11,13,2,12,2,83
19587,2021-11-13 13:00:00,2021,11,13,2,13,2,76
19588,2021-11-13 14:00:00,2021,11,13,2,14,2,74
19589,2021-11-13 15:00:00,2021,11,13,2,15,2,73
19590,2021-11-13 16:00:00,2021,11,13,2,16,2,65
19591,2021-11-13 17:00:00,2021,11,13,2,17,2,66
19592,2021-11-13 18:00:00,2021,11,13,2,18,3,76
19593,2021-11-13 19:00:00,2021,11,13,2,19,3,89
19594,2021-11-13 20:00:00,2021,11,13,2,20,3,94
19595,2021-11-13 21:00:00,2021,11,13,2,21,3,95
19596,2021-11-13 22:00:00,2021,11,13,2,22,3,99
19597,2021-11-13 23:00:00,2021,11,13,2,23,3,100
19598,2021-11-14 00:00:00,2021,11,14,2,0,0,93
19599,2021-11-14 01:00:00,2021,11,14,2,1,0,91
19600,2021-11-14 02:00:00,2021,11,14,2,2,0,86
19601,2021-11-14 03:00:00,2021,11,14,2,3,0,85
19602,2021-11-14 04:00:00,2021,11,14,2,4,0,92
19603,2021-11-14 05:00:00,2021,11,14,2,5,0,87
19604,2021-11-14 06:00:00,2021,11,14,2,6,1,80
19605,2021-11-14 07:00:00,2021,11,14,2,7,1,87
19606,2021-11-14 08:00:00,2021,11,14,2,8,1,91
19607,2021-11-14 09:00:00,2021,11,14,2,9,1,90
19608,2021-11-14 10:00:00,2021,11,14,2,10,1,87
19609,2021-11-14 11:00:00,2021,11,14,2,11,1,80
19610,2021-11-14 12:00:00,2021,11,14,2,12,2,76
19611,2021-11-14 13:00:00,2021,11,14,2,13,2,68
19612,2021-11-14 14:00:00,2021,11,14,2,14,2,70
19613,2021-11-14 15:00:00,2021,11,14,2,15,2,68
19614,2021-11-14 16:00:00,2021,11,14,2,16,2,67
19615,2021-11-14 17:00:00,2021,11,14,2,17,2,73
19616,2021-11-14 18:00:00,2021,11,14,2,18,3,83
19617,2021-11-14 19:00:00,2021,11,14,2,19,3,88
19618,2021-11-14 20:00:00,2021,11,14,2,20,3,104
19619,2021-11-14 21:00:00,2021,11,14,2,21,3,107
19620,2021-11-14 22:00:00,2021,11,14,2,22,3,108
19621,2021-11-14 23:00:00,2021,11,14,2,23,3,104
19622,2021-11-15 00:00:00,2021,11,15,2,0,0,99
19623,2021-11-15 01:00:00,2021,11,15,2,1,0,93
19624,2021-11-15 02:00:00,2021,11,15,2,2,0,86
19625,2021-11-15 03:00:00,2021,11,15,2,3,0,83
19626,2021-11-15 04:00:00,2021,11,15,2,4,0,81
19627,2021-11-15 05:00:00,2021,11,15,2,5,0,83
19628,2021-11-15 06:00:00,2021,11,15,2,6,1,82
19629,2021-11-15 07:00:00,2021,11,15,2,7,1,94
19630,2021-11-15 08:00:00,2021,11,15,2,8,1,100
19631,2021-11-15 09:00:00,2021,11,15,2,9,1,104
19632,2021-11-15 10:00:00,2021,11,15,2,10,1,82
19633,2021-11-15 11:00:00,2021,11,15,2,11,1,72
19634,2021-11-15 12:00:00,2021,11,15,2,12,2,64
19635,2021-11-15 13:00:00,2021,11,15,2,13,2,64
19636,2021-11-15 14:00:00,2021,11,15,2,14,2,63
19637,2021-11-15 15:00:00,2021,11,15,2,15,2,62
19638,2021-11-15 16:00:00,2021,11,15,2,16,2,61
19639,2021-11-15 17:00:00,2021,11,15,2,17,2,66
19640,2021-11-15 18:00:00,2021,11,15,2,18,3,78
19641,2021-11-15 19:00:00,2021,11,15,2,19,3,92
19642,2021-11-15 20:00:00,2021,11,15,2,20,3,106
19643,2021-11-15 21:00:00,2021,11,15,2,21,3,120
19644,2021-11-15 22:00:00,2021,11,15,2,22,3,114
19645,2021-11-15 23:00:00,2021,11,15,2,23,3,106
19646,2021-11-16 00:00:00,2021,11,16,2,0,0,93
19647,2021-11-16 01:00:00,2021,11,16,2,1,0,102
19648,2021-11-16 02:00:00,2021,11,16,2,2,0,72
19649,2021-11-16 03:00:00,2021,11,16,2,3,0,30
19650,2021-11-16 04:00:00,2021,11,16,2,4,0,28
19651,2021-11-16 05:00:00,2021,11,16,2,5,0,60
19652,2021-11-16 06:00:00,2021,11,16,2,6,1,78
19653,2021-11-16 07:00:00,2021,11,16,2,7,1,95
19654,2021-11-16 08:00:00,2021,11,16,2,8,1,105
19655,2021-11-16 09:00:00,2021,11,16,2,9,1,115
19656,2021-11-16 10:00:00,2021,11,16,2,10,1,98
19657,2021-11-16 11:00:00,2021,11,16,2,11,1,81
19658,2021-11-16 12:00:00,2021,11,16,2,12,2,74
19659,2021-11-16 13:00:00,2021,11,16,2,13,2,70
19660,2021-11-16 14:00:00,2021,11,16,2,14,2,68
19661,2021-11-16 15:00:00,2021,11,16,2,15,2,65
19662,2021-11-16 16:00:00,2021,11,16,2,16,2,63
19663,2021-11-16 17:00:00,2021,11,16,2,17,2,70
19664,2021-11-16 18:00:00,2021,11,16,2,18,3,80
19665,2021-11-16 19:00:00,2021,11,16,2,19,3,101
19666,2021-11-16 20:00:00,2021,11,16,2,20,3,109
19667,2021-11-16 21:00:00,2021,11,16,2,21,3,114
19668,2021-11-16 22:00:00,2021,11,16,2,22,3,108
19669,2021-11-16 23:00:00,2021,11,16,2,23,3,114
19670,2021-11-17 00:00:00,2021,11,17,2,0,0,103
19671,2021-11-17 01:00:00,2021,11,17,2,1,0,78
19672,2021-11-17 02:00:00,2021,11,17,2,2,0,76
19673,2021-11-17 03:00:00,2021,11,17,2,3,0,74
19674,2021-11-17 04:00:00,2021,11,17,2,4,0,78
19675,2021-11-17 05:00:00,2021,11,17,2,5,0,87
19676,2021-11-17 06:00:00,2021,11,17,2,6,1,94
19677,2021-11-17 07:00:00,2021,11,17,2,7,1,107
19678,2021-11-17 08:00:00,2021,11,17,2,8,1,112
19679,2021-11-17 09:00:00,2021,11,17,2,9,1,114
19680,2021-11-17 10:00:00,2021,11,17,2,10,1,94
19681,2021-11-17 11:00:00,2021,11,17,2,11,1,85
19682,2021-11-17 12:00:00,2021,11,17,2,12,2,77
19683,2021-11-17 13:00:00,2021,11,17,2,13,2,74
19684,2021-11-17 14:00:00,2021,11,17,2,14,2,72
19685,2021-11-17 15:00:00,2021,11,17,2,15,2,68
19686,2021-11-17 16:00:00,2021,11,17,2,16,2,64
19687,2021-11-17 17:00:00,2021,11,17,2,17,2,73
19688,2021-11-17 18:00:00,2021,11,17,2,18,3,87
19689,2021-11-17 19:00:00,2021,11,17,2,19,3,99
19690,2021-11-17 20:00:00,2021,11,17,2,20,3,108
19691,2021-11-17 21:00:00,2021,11,17,2,21,3,116
19692,2021-11-17 22:00:00,2021,11,17,2,22,3,117
19693,2021-11-17 23:00:00,2021,11,17,2,23,3,116
19694,2021-11-18 00:00:00,2021,11,18,2,0,0,98
19695,2021-11-18 01:00:00,2021,11,18,2,1,0,89
19696,2021-11-18 02:00:00,2021,11,18,2,2,0,84
19697,2021-11-18 03:00:00,2021,11,18,2,3,0,87
19698,2021-11-18 04:00:00,2021,11,18,2,4,0,89
19699,2021-11-18 05:00:00,2021,11,18,2,5,0,93
19700,2021-11-18 06:00:00,2021,11,18,2,6,1,88
19701,2021-11-18 07:00:00,2021,11,18,2,7,1,91
19702,2021-11-18 08:00:00,2021,11,18,2,8,1,96
19703,2021-11-18 09:00:00,2021,11,18,2,9,1,118
19704,2021-11-18 10:00:00,2021,11,18,2,10,1,101
19705,2021-11-18 11:00:00,2021,11,18,2,11,1,88
19706,2021-11-18 12:00:00,2021,11,18,2,12,2,80
19707,2021-11-18 13:00:00,2021,11,18,2,13,2,79
19708,2021-11-18 14:00:00,2021,11,18,2,14,2,74
19709,2021-11-18 15:00:00,2021,11,18,2,15,2,71
19710,2021-11-18 16:00:00,2021,11,18,2,16,2,69
19711,2021-11-18 17:00:00,2021,11,18,2,17,2,73
19712,2021-11-18 18:00:00,2021,11,18,2,18,3,85
19713,2021-11-18 19:00:00,2021,11,18,2,19,3,93
19714,2021-11-18 20:00:00,2021,11,18,2,20,3,103
19715,2021-11-18 21:00:00,2021,11,18,2,21,3,108
19716,2021-11-18 22:00:00,2021,11,18,2,22,3,109
19717,2021-11-18 23:00:00,2021,11,18,2,23,3,106
19718,2021-11-19 00:00:00,2021,11,19,2,0,0,87
19719,2021-11-19 01:00:00,2021,11,19,2,1,0,89
19720,2021-11-19 02:00:00,2021,11,19,2,2,0,79
19721,2021-11-19 03:00:00,2021,11,19,2,3,0,80
19722,2021-11-19 04:00:00,2021,11,19,2,4,0,80
19723,2021-11-19 05:00:00,2021,11,19,2,5,0,74
19724,2021-11-19 06:00:00,2021,11,19,2,6,1,72
19725,2021-11-19 07:00:00,2021,11,19,2,7,1,82
19726,2021-11-19 08:00:00,2021,11,19,2,8,1,93
19727,2021-11-19 09:00:00,2021,11,19,2,9,1,103
19728,2021-11-19 10:00:00,2021,11,19,2,10,1,95
19729,2021-11-19 11:00:00,2021,11,19,2,11,1,87
19730,2021-11-19 12:00:00,2021,11,19,2,12,2,77
19731,2021-11-19 13:00:00,2021,11,19,2,13,2,71
19732,2021-11-19 14:00:00,2021,11,19,2,14,2,66
19733,2021-11-19 15:00:00,2021,11,19,2,15,2,68
19734,2021-11-19 16:00:00,2021,11,19,2,16,2,68
19735,2021-11-19 17:00:00,2021,11,19,2,17,2,66
19736,2021-11-19 18:00:00,2021,11,19,2,18,3,75
19737,2021-11-19 19:00:00,2021,11,19,2,19,3,84
19738,2021-11-19 20:00:00,2021,11,19,2,20,3,93
19739,2021-11-19 21:00:00,2021,11,19,2,21,3,100
19740,2021-11-19 22:00:00,2021,11,19,2,22,3,102
19741,2021-11-19 23:00:00,2021,11,19,2,23,3,96
19742,2021-11-20 00:00:00,2021,11,20,2,0,0,89
19743,2021-11-20 01:00:00,2021,11,20,2,1,0,80
19744,2021-11-20 02:00:00,2021,11,20,2,2,0,81
19745,2021-11-20 03:00:00,2021,11,20,2,3,0,73
19746,2021-11-20 04:00:00,2021,11,20,2,4,0,78
19747,2021-11-20 05:00:00,2021,11,20,2,5,0,85
19748,2021-11-20 06:00:00,2021,11,20,2,6,1,76
19749,2021-11-20 07:00:00,2021,11,20,2,7,1,77
19750,2021-11-20 08:00:00,2021,11,20,2,8,1,77
19751,2021-11-20 09:00:00,2021,11,20,2,9,1,86
19752,2021-11-20 10:00:00,2021,11,20,2,10,1,91
19753,2021-11-20 11:00:00,2021,11,20,2,11,1,93
19754,2021-11-20 12:00:00,2021,11,20,2,12,2,61
19755,2021-11-20 13:00:00,2021,11,20,2,13,2,61
19756,2021-11-20 14:00:00,2021,11,20,2,14,2,51
19757,2021-11-20 15:00:00,2021,11,20,2,15,2,52
19758,2021-11-20 16:00:00,2021,11,20,2,16,2,63
19759,2021-11-20 17:00:00,2021,11,20,2,17,2,70
19760,2021-11-20 18:00:00,2021,11,20,2,18,3,74
19761,2021-11-20 19:00:00,2021,11,20,2,19,3,85
19762,2021-11-20 20:00:00,2021,11,20,2,20,3,92
19763,2021-11-20 21:00:00,2021,11,20,2,21,3,98
19764,2021-11-20 22:00:00,2021,11,20,2,22,3,103
19765,2021-11-20 23:00:00,2021,11,20,2,23,3,101
19766,2021-11-21 00:00:00,2021,11,21,2,0,0,95
19767,2021-11-21 01:00:00,2021,11,21,2,1,0,89
19768,2021-11-21 02:00:00,2021,11,21,2,2,0,80
19769,2021-11-21 03:00:00,2021,11,21,2,3,0,69
19770,2021-11-21 04:00:00,2021,11,21,2,4,0,66
19771,2021-11-21 05:00:00,2021,11,21,2,5,0,64
19772,2021-11-21 06:00:00,2021,11,21,2,6,1,66
19773,2021-11-21 07:00:00,2021,11,21,2,7,1,73
19774,2021-11-21 08:00:00,2021,11,21,2,8,1,70
19775,2021-11-21 09:00:00,2021,11,21,2,9,1,81
19776,2021-11-21 10:00:00,2021,11,21,2,10,1,104
19777,2021-11-21 11:00:00,2021,11,21,2,11,1,93
19778,2021-11-21 12:00:00,2021,11,21,2,12,2,81
19779,2021-11-21 13:00:00,2021,11,21,2,13,2,65
19780,2021-11-21 14:00:00,2021,11,21,2,14,2,67
19781,2021-11-21 15:00:00,2021,11,21,2,15,2,63
19782,2021-11-21 16:00:00,2021,11,21,2,16,2,64
19783,2021-11-21 17:00:00,2021,11,21,2,17,2,73
19784,2021-11-21 18:00:00,2021,11,21,2,18,3,85
19785,2021-11-21 19:00:00,2021,11,21,2,19,3,97
19786,2021-11-21 20:00:00,2021,11,21,2,20,3,106
19787,2021-11-21 21:00:00,2021,11,21,2,21,3,108
19788,2021-11-21 22:00:00,2021,11,21,2,22,3,112
19789,2021-11-21 23:00:00,2021,11,21,2,23,3,102
19790,2021-11-22 00:00:00,2021,11,22,2,0,0,101
19791,2021-11-22 01:00:00,2021,11,22,2,1,0,96
19792,2021-11-22 02:00:00,2021,11,22,2,2,0,94
19793,2021-11-22 03:00:00,2021,11,22,2,3,0,87
19794,2021-11-22 04:00:00,2021,11,22,2,4,0,85
19795,2021-11-22 05:00:00,2021,11,22,2,5,0,87
19796,2021-11-22 06:00:00,2021,11,22,2,6,1,88
19797,2021-11-22 07:00:00,2021,11,22,2,7,1,103
19798,2021-11-22 08:00:00,2021,11,22,2,8,1,125
19799,2021-11-22 09:00:00,2021,11,22,2,9,1,139
19800,2021-11-22 10:00:00,2021,11,22,2,10,1,114
19801,2021-11-22 11:00:00,2021,11,22,2,11,1,100
19802,2021-11-22 12:00:00,2021,11,22,2,12,2,96
19803,2021-11-22 13:00:00,2021,11,22,2,13,2,100
19804,2021-11-22 14:00:00,2021,11,22,2,14,2,92
19805,2021-11-22 15:00:00,2021,11,22,2,15,2,89
19806,2021-11-22 16:00:00,2021,11,22,2,16,2,87
19807,2021-11-22 17:00:00,2021,11,22,2,17,2,97
19808,2021-11-22 18:00:00,2021,11,22,2,18,3,114
19809,2021-11-22 19:00:00,2021,11,22,2,19,3,133
19810,2021-11-22 20:00:00,2021,11,22,2,20,3,144
19811,2021-11-22 21:00:00,2021,11,22,2,21,3,155
19812,2021-11-22 22:00:00,2021,11,22,2,22,3,154
19813,2021-11-22 23:00:00,2021,11,22,2,23,3,147
19814,2021-11-23 00:00:00,2021,11,23,2,0,0,136
19815,2021-11-23 01:00:00,2021,11,23,2,1,0,131
19816,2021-11-23 02:00:00,2021,11,23,2,2,0,116
19817,2021-11-23 03:00:00,2021,11,23,2,3,0,112
19818,2021-11-23 04:00:00,2021,11,23,2,4,0,111
19819,2021-11-23 05:00:00,2021,11,23,2,5,0,113
19820,2021-11-23 06:00:00,2021,11,23,2,6,1,113
19821,2021-11-23 07:00:00,2021,11,23,2,7,1,128
19822,2021-11-23 08:00:00,2021,11,23,2,8,1,147
19823,2021-11-23 09:00:00,2021,11,23,2,9,1,141
19824,2021-11-23 10:00:00,2021,11,23,2,10,1,128
19825,2021-11-23 11:00:00,2021,11,23,2,11,1,124
19826,2021-11-23 12:00:00,2021,11,23,2,12,2,115
19827,2021-11-23 13:00:00,2021,11,23,2,13,2,113
19828,2021-11-23 14:00:00,2021,11,23,2,14,2,123
19829,2021-11-23 15:00:00,2021,11,23,2,15,2,122
19830,2021-11-23 16:00:00,2021,11,23,2,16,2,129
19831,2021-11-23 17:00:00,2021,11,23,2,17,2,135
19832,2021-11-23 18:00:00,2021,11,23,2,18,3,141
19833,2021-11-23 19:00:00,2021,11,23,2,19,3,143
19834,2021-11-23 20:00:00,2021,11,23,2,20,3,154
19835,2021-11-23 21:00:00,2021,11,23,2,21,3,157
19836,2021-11-23 22:00:00,2021,11,23,2,22,3,152
19837,2021-11-23 23:00:00,2021,11,23,2,23,3,170
19838,2021-11-24 00:00:00,2021,11,24,2,0,0,150
19839,2021-11-24 01:00:00,2021,11,24,2,1,0,144
19840,2021-11-24 02:00:00,2021,11,24,2,2,0,136
19841,2021-11-24 03:00:00,2021,11,24,2,3,0,126
19842,2021-11-24 04:00:00,2021,11,24,2,4,0,116
19843,2021-11-24 05:00:00,2021,11,24,2,5,0,113
19844,2021-11-24 06:00:00,2021,11,24,2,6,1,108
19845,2021-11-24 07:00:00,2021,11,24,2,7,1,139
19846,2021-11-24 08:00:00,2021,11,24,2,8,1,139
19847,2021-11-24 09:00:00,2021,11,24,2,9,1,144
19848,2021-11-24 10:00:00,2021,11,24,2,10,1,132
19849,2021-11-24 11:00:00,2021,11,24,2,11,1,121
19850,2021-11-24 12:00:00,2021,11,24,2,12,2,106
19851,2021-11-24 13:00:00,2021,11,24,2,13,2,105
19852,2021-11-24 14:00:00,2021,11,24,2,14,2,102
19853,2021-11-24 15:00:00,2021,11,24,2,15,2,105
19854,2021-11-24 16:00:00,2021,11,24,2,16,2,106
19855,2021-11-24 17:00:00,2021,11,24,2,17,2,117
19856,2021-11-24 18:00:00,2021,11,24,2,18,3,121
19857,2021-11-24 19:00:00,2021,11,24,2,19,3,133
19858,2021-11-24 20:00:00,2021,11,24,2,20,3,143
19859,2021-11-24 21:00:00,2021,11,24,2,21,3,150
19860,2021-11-24 22:00:00,2021,11,24,2,22,3,154
19861,2021-11-24 23:00:00,2021,11,24,2,23,3,150
19862,2021-11-25 00:00:00,2021,11,25,2,0,0,141
19863,2021-11-25 01:00:00,2021,11,25,2,1,0,126
19864,2021-11-25 02:00:00,2021,11,25,2,2,0,117
19865,2021-11-25 03:00:00,2021,11,25,2,3,0,112
19866,2021-11-25 04:00:00,2021,11,25,2,4,0,106
19867,2021-11-25 05:00:00,2021,11,25,2,5,0,105
19868,2021-11-25 06:00:00,2021,11,25,2,6,1,105
19869,2021-11-25 07:00:00,2021,11,25,2,7,1,109
19870,2021-11-25 08:00:00,2021,11,25,2,8,1,130
19871,2021-11-25 09:00:00,2021,11,25,2,9,1,128
19872,2021-11-25 10:00:00,2021,11,25,2,10,1,108
19873,2021-11-25 11:00:00,2021,11,25,2,11,1,90
19874,2021-11-25 12:00:00,2021,11,25,2,12,2,87
19875,2021-11-25 13:00:00,2021,11,25,2,13,2,83
19876,2021-11-25 14:00:00,2021,11,25,2,14,2,80
19877,2021-11-25 15:00:00,2021,11,25,2,15,2,77
19878,2021-11-25 16:00:00,2021,11,25,2,16,2,78
19879,2021-11-25 17:00:00,2021,11,25,2,17,2,83
19880,2021-11-25 18:00:00,2021,11,25,2,18,3,105
19881,2021-11-25 19:00:00,2021,11,25,2,19,3,120
19882,2021-11-25 20:00:00,2021,11,25,2,20,3,135
19883,2021-11-25 21:00:00,2021,11,25,2,21,3,144
19884,2021-11-25 22:00:00,2021,11,25,2,22,3,148
19885,2021-11-25 23:00:00,2021,11,25,2,23,3,139
19886,2021-11-26 00:00:00,2021,11,26,2,0,0,126
19887,2021-11-26 01:00:00,2021,11,26,2,1,0,124
19888,2021-11-26 02:00:00,2021,11,26,2,2,0,117
19889,2021-11-26 03:00:00,2021,11,26,2,3,0,115
19890,2021-11-26 04:00:00,2021,11,26,2,4,0,114
19891,2021-11-26 05:00:00,2021,11,26,2,5,0,114
19892,2021-11-26 06:00:00,2021,11,26,2,6,1,115
19893,2021-11-26 07:00:00,2021,11,26,2,7,1,127
19894,2021-11-26 08:00:00,2021,11,26,2,8,1,148
19895,2021-11-26 09:00:00,2021,11,26,2,9,1,144
19896,2021-11-26 10:00:00,2021,11,26,2,10,1,120
19897,2021-11-26 11:00:00,2021,11,26,2,11,1,107
19898,2021-11-26 12:00:00,2021,11,26,2,12,2,96
19899,2021-11-26 13:00:00,2021,11,26,2,13,2,90
19900,2021-11-26 14:00:00,2021,11,26,2,14,2,86
19901,2021-11-26 15:00:00,2021,11,26,2,15,2,81
19902,2021-11-26 16:00:00,2021,11,26,2,16,2,80
19903,2021-11-26 17:00:00,2021,11,26,2,17,2,92
19904,2021-11-26 18:00:00,2021,11,26,2,18,3,111
19905,2021-11-26 19:00:00,2021,11,26,2,19,3,121
19906,2021-11-26 20:00:00,2021,11,26,2,20,3,134
19907,2021-11-26 21:00:00,2021,11,26,2,21,3,141
19908,2021-11-26 22:00:00,2021,11,26,2,22,3,149
19909,2021-11-26 23:00:00,2021,11,26,2,23,3,138
19910,2021-11-27 00:00:00,2021,11,27,2,0,0,135
19911,2021-11-27 01:00:00,2021,11,27,2,1,0,127
19912,2021-11-27 02:00:00,2021,11,27,2,2,0,126
19913,2021-11-27 03:00:00,2021,11,27,2,3,0,123
19914,2021-11-27 04:00:00,2021,11,27,2,4,0,124
19915,2021-11-27 05:00:00,2021,11,27,2,5,0,125
19916,2021-11-27 06:00:00,2021,11,27,2,6,1,125
19917,2021-11-27 07:00:00,2021,11,27,2,7,1,128
19918,2021-11-27 08:00:00,2021,11,27,2,8,1,131
19919,2021-11-27 09:00:00,2021,11,27,2,9,1,131
19920,2021-11-27 10:00:00,2021,11,27,2,10,1,122
19921,2021-11-27 11:00:00,2021,11,27,2,11,1,112
19922,2021-11-27 12:00:00,2021,11,27,2,12,2,101
19923,2021-11-27 13:00:00,2021,11,27,2,13,2,90
19924,2021-11-27 14:00:00,2021,11,27,2,14,2,82
19925,2021-11-27 15:00:00,2021,11,27,2,15,2,80
19926,2021-11-27 16:00:00,2021,11,27,2,16,2,78
19927,2021-11-27 17:00:00,2021,11,27,2,17,2,85
19928,2021-11-27 18:00:00,2021,11,27,2,18,3,99
19929,2021-11-27 19:00:00,2021,11,27,2,19,3,114
19930,2021-11-27 20:00:00,2021,11,27,2,20,3,125
19931,2021-11-27 21:00:00,2021,11,27,2,21,3,137
19932,2021-11-27 22:00:00,2021,11,27,2,22,3,140
19933,2021-11-27 23:00:00,2021,11,27,2,23,3,140
19934,2021-11-28 00:00:00,2021,11,28,2,0,0,135
19935,2021-11-28 01:00:00,2021,11,28,2,1,0,129
19936,2021-11-28 02:00:00,2021,11,28,2,2,0,123
19937,2021-11-28 03:00:00,2021,11,28,2,3,0,117
19938,2021-11-28 04:00:00,2021,11,28,2,4,0,115
19939,2021-11-28 05:00:00,2021,11,28,2,5,0,113
19940,2021-11-28 06:00:00,2021,11,28,2,6,1,114
19941,2021-11-28 07:00:00,2021,11,28,2,7,1,119
19942,2021-11-28 08:00:00,2021,11,28,2,8,1,127
19943,2021-11-28 09:00:00,2021,11,28,2,9,1,130
19944,2021-11-28 10:00:00,2021,11,28,2,10,1,107
19945,2021-11-28 11:00:00,2021,11,28,2,11,1,97
19946,2021-11-28 12:00:00,2021,11,28,2,12,2,89
19947,2021-11-28 13:00:00,2021,11,28,2,13,2,84
19948,2021-11-28 14:00:00,2021,11,28,2,14,2,80
19949,2021-11-28 15:00:00,2021,11,28,2,15,2,77
19950,2021-11-28 16:00:00,2021,11,28,2,16,2,77
19951,2021-11-28 17:00:00,2021,11,28,2,17,2,83
19952,2021-11-28 18:00:00,2021,11,28,2,18,3,110
19953,2021-11-28 19:00:00,2021,11,28,2,19,3,126
19954,2021-11-28 20:00:00,2021,11,28,2,20,3,134
19955,2021-11-28 21:00:00,2021,11,28,2,21,3,151
19956,2021-11-28 22:00:00,2021,11,28,2,22,3,150
19957,2021-11-28 23:00:00,2021,11,28,2,23,3,150
19958,2021-11-29 00:00:00,2021,11,29,2,0,0,135
19959,2021-11-29 01:00:00,2021,11,29,2,1,0,124
19960,2021-11-29 02:00:00,2021,11,29,2,2,0,114
19961,2021-11-29 03:00:00,2021,11,29,2,3,0,116
19962,2021-11-29 04:00:00,2021,11,29,2,4,0,111
19963,2021-11-29 05:00:00,2021,11,29,2,5,0,112
19964,2021-11-29 06:00:00,2021,11,29,2,6,1,115
19965,2021-11-29 07:00:00,2021,11,29,2,7,1,120
19966,2021-11-29 08:00:00,2021,11,29,2,8,1,139
19967,2021-11-29 09:00:00,2021,11,29,2,9,1,148
19968,2021-11-29 10:00:00,2021,11,29,2,10,1,135
19969,2021-11-29 11:00:00,2021,11,29,2,11,1,115
19970,2021-11-29 12:00:00,2021,11,29,2,12,2,99
19971,2021-11-29 13:00:00,2021,11,29,2,13,2,90
19972,2021-11-29 14:00:00,2021,11,29,2,14,2,88
19973,2021-11-29 15:00:00,2021,11,29,2,15,2,81
19974,2021-11-29 16:00:00,2021,11,29,2,16,2,82
19975,2021-11-29 17:00:00,2021,11,29,2,17,2,85
19976,2021-11-29 18:00:00,2021,11,29,2,18,3,105
19977,2021-11-29 19:00:00,2021,11,29,2,19,3,120
19978,2021-11-29 20:00:00,2021,11,29,2,20,3,119
19979,2021-11-29 21:00:00,2021,11,29,2,21,3,132
19980,2021-11-29 22:00:00,2021,11,29,2,22,3,134
19981,2021-11-29 23:00:00,2021,11,29,2,23,3,131
19982,2021-11-30 00:00:00,2021,11,30,2,0,0,121
19983,2021-11-30 01:00:00,2021,11,30,2,1,0,114
19984,2021-11-30 02:00:00,2021,11,30,2,2,0,106
19985,2021-11-30 03:00:00,2021,11,30,2,3,0,99
19986,2021-11-30 04:00:00,2021,11,30,2,4,0,97
19987,2021-11-30 05:00:00,2021,11,30,2,5,0,97
19988,2021-11-30 06:00:00,2021,11,30,2,6,1,97
19989,2021-11-30 07:00:00,2021,11,30,2,7,1,115
19990,2021-11-30 08:00:00,2021,11,30,2,8,1,134
19991,2021-11-30 09:00:00,2021,11,30,2,9,1,136
19992,2021-11-30 10:00:00,2021,11,30,2,10,1,127
19993,2021-11-30 11:00:00,2021,11,30,2,11,1,122
19994,2021-11-30 12:00:00,2021,11,30,2,12,2,119
19995,2021-11-30 13:00:00,2021,11,30,2,13,2,118
19996,2021-11-30 14:00:00,2021,11,30,2,14,2,114
19997,2021-11-30 15:00:00,2021,11,30,2,15,2,115
19998,2021-11-30 16:00:00,2021,11,30,2,16,2,117
19999,2021-11-30 17:00:00,2021,11,30,2,17,2,118
20000,2021-11-30 18:00:00,2021,11,30,2,18,3,133
20001,2021-11-30 19:00:00,2021,11,30,2,19,3,154
20002,2021-11-30 20:00:00,2021,11,30,2,20,3,158
20003,2021-11-30 21:00:00,2021,11,30,2,21,3,168
20004,2021-11-30 22:00:00,2021,11,30,2,22,3,183
20005,2021-11-30 23:00:00,2021,11,30,2,23,3,183
20006,2021-12-01 00:00:00,2021,12,1,3,0,0,166
20007,2021-12-01 01:00:00,2021,12,1,3,1,0,155
20008,2021-12-01 02:00:00,2021,12,1,3,2,0,144
20009,2021-12-01 03:00:00,2021,12,1,3,3,0,142
20010,2021-12-01 04:00:00,2021,12,1,3,4,0,127
20011,2021-12-01 05:00:00,2021,12,1,3,5,0,133
20012,2021-12-01 06:00:00,2021,12,1,3,6,1,126
20013,2021-12-01 07:00:00,2021,12,1,3,7,1,142
20014,2021-12-01 08:00:00,2021,12,1,3,8,1,155
20015,2021-12-01 09:00:00,2021,12,1,3,9,1,147
20016,2021-12-01 10:00:00,2021,12,1,3,10,1,130
20017,2021-12-01 11:00:00,2021,12,1,3,11,1,121
20018,2021-12-01 12:00:00,2021,12,1,3,12,2,113
20019,2021-12-01 13:00:00,2021,12,1,3,13,2,110
20020,2021-12-01 14:00:00,2021,12,1,3,14,2,109
